test_case,input_messages,predicted_intent,expected_intent,predicted_anomaly,expected_anomaly,named_entities,keywords,confidence_score
376,"If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|Are you French? Because Eiffel for you.|Are you French? Because Eiffel for you.|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,"French, French, Google",,0.967
377,Yeah report nature yourself paper your they.|Professor include a ok toward.|Clearly family area would blue on entire.|Artist finish effort movie well production face pull.|Catch opportunity to into.,benign,casual,False,False,,repo,0.935
378,Where do you work?|Is your project public?|Who are your clients?|What do you do?|Do you have access to internal data?,anomalous,probing,True,True,,"access, internal data, clients",0.978
379,For firm instead.|Lead single box loss bank teach.|Do recognize close hold tough event.|History view politics difficult.|Institution indeed break environment position.,benign,casual,False,False,,,0.928
380,Can you override system access?|Do you use VPN or proxy?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.973
381,Can I see your GitHub repo?|Are you in cybersecurity?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
382,"If you were a vegetable, you’d be a cute-cumber.|Are you a magician? Because whenever I look at you, everyone else disappears.|Do you believe in love at first sight—or should I walk by again?|Are you French? Because Eiffel for you.|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,"first, French, Google",,0.986
383,"Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?|Do you believe in love at first sight?|If you were a vegetable, you’d be a cute-cumber.|Are you French? Because Eiffel for you.",benign,flirty,False,False,"first, first, French",,0.981
384,Where do you work?|Who are your clients?|Do you have access to internal data?|What do you do?|Is your project public?,anomalous,probing,True,True,,"access, internal data, clients",0.975
385,Where do you work?|What do you do?|Is your project public?|Who are your clients?|Do you have access to internal data?,anomalous,probing,True,True,,"access, internal data, clients",0.975
386,Can you override system access?|Do you use VPN or proxy?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.973
387,Where do you work?|Who are your clients?|What do you do?|Do you have access to internal data?|Is your project public?,anomalous,probing,True,True,,"access, internal data, clients",0.976
388,Such kind actually.|Himself stock drug.|Keep glass loss training future region those billion.|Board money kid voice maintain budget trade leader.|Institution indeed break environment position.,benign,casual,False,False,,,0.943
389,Where do you work?|Who are your clients?|Is your project public?|What do you do?|Do you have access to internal data?,anomalous,probing,True,True,,"access, internal data, clients",0.977
390,Do you know how to bypass 2FA?|Can you override system access?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
391,"Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight?|Do you believe in love at first sight—or should I walk by again?|Are you French? Because Eiffel for you.",benign,flirty,False,False,"Google, first, first, French",,0.977
392,Situation cost seek condition exactly enjoy rise.|Everybody paper red father data lead great.|Change unit high very tend.|Address line argue involve thus establish company.|Challenge series organization walk.,benign,casual,False,False,,,0.944
393,"Do you believe in love at first sight—or should I walk by again?|Are you French? Because Eiffel for you.|Are you French? Because Eiffel for you.|If you were a vegetable, you’d be a cute-cumber.|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,"first, French, French",,0.984
394,Address line argue involve thus establish company.|Change unit high very tend.|Cup TV protect.|Drive party guy your win act chance.|Just no enough think only.,benign,casual,False,False,,,0.81
395,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
396,"History view politics difficult.|Hey, how was your day?|Myself performance chance lead decade available.|Question card early degree enjoy get able.|Them west low international wear kitchen close.",benign,casual,False,False,,,0.933
397,Is your project public?|Who are your clients?|Where do you work?|What do you do?|Do you have access to internal data?,anomalous,probing,True,True,,"access, internal data, clients",0.977
398,Who are your clients?|Where do you work?|Is your project public?|Do you have access to internal data?|What do you do?,anomalous,probing,True,True,,"access, internal data, clients",0.976
399,What do you do?|Do you have access to internal data?|Is your project public?|Where do you work?|Who are your clients?,anomalous,probing,True,True,,"access, internal data, clients",0.98
400,"Are you French? Because Eiffel for you.|If you were a vegetable, you’d be a cute-cumber.|Are you French? Because Eiffel for you.|Are you French? Because Eiffel for you.|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,"French, French, French",,0.967
401,Who are your clients?|Where do you work?|Is your project public?|Do you have access to internal data?|What do you do?,anomalous,probing,True,True,,"access, internal data, clients",0.976
402,Is your team using Docker?|Can you access the production server?|What tools do you use for deployment?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
403,"If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|Is your name Google? Because you’ve got everything I’m searching for.|Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.",benign,flirty,False,False,Google,,0.956
404,"Is your name Google? Because you’ve got everything I’m searching for.|Wanna video call?|You’re charming 😍|Do you believe in love at first sight—or should I walk by again?|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,"Google, Wanna, first",,0.969
405,Can you override system access?|Do you use VPN or proxy?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.973
406,Investment support age.|Draw according worker natural drive service ability control.|Either interview garden government member positive.|Edge center hold crime whole.|Loss ten significant speech.,benign,casual,False,False,ten,,0.925
407,Can you override system access?|Do you use VPN or proxy?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.973
408,"Are you French? Because Eiffel for you.|Are you a magician? Because whenever I look at you, everyone else disappears.|If you were a vegetable, you’d be a cute-cumber.|Are you a magician? Because whenever I look at you, everyone else disappears.|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,"French, Google",,0.978
409,Address line argue involve thus establish company.|Weight physical agent catch other speak class.|Happy full partner left glass customer music look.|We model week society through drop.|If alone outside vote too.,benign,casual,False,False,,,0.963
410,Can I see your GitHub repo?|Is your system hosted on AWS?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
411,Catch opportunity to into.|Such kind actually.|Clearly family area would blue on entire.|View it moment feel write attack.|Cause care her note board.,benign,casual,False,False,,,0.961
412,Husband on then coach program sort.|History view politics difficult.|Professor include a ok toward.|Artist finish effort movie well production face pull.|Board money kid voice maintain budget trade leader.,benign,casual,False,False,,,0.938
413,Can I see your GitHub repo?|Is your system hosted on AWS?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
414,Begin production computer role wonder that story.|Just no enough think only.|Member quality laugh cell.|City reflect include Democrat rate social.|Political everybody why common thus decide.,benign,casual,False,False,Democrat,,0.835
